,affix,Derived Word,Source Word
3966,ly,sacrificially,sacrificial
3967,ly,sacrilegiously,sacrilegious
3968,ly,sadly,sad
3969,ly,safely,safe
3972,ly,sagely,sage
3973,ly,saintly,saint
3974,ly,salaciously,salacious
3975,ly,sanely,sane
3976,ly,satirically,satiric
3977,ly,satisfactorily,satisfactory
3978,ly,satisfyingly,satisfying
3979,ly,saucily,saucy
3980,ly,savagely,savage
3981,ly,scandalously,scandalous
3982,ly,scantily,scanty
3983,ly,scantly,scant
3984,ly,scarily,scary
3986,ly,scathingly,scathing
3987,ly,scoffingly,scoffing
3988,ly,scorchingly,scorching
3990,ly,scrappily,scrappy
3991,ly,scrupulously,scrupulous
3992,ly,sculpturally,sculptural
3994,ly,scurrilously,scurrilous
3995,ly,seamlessly,seamless
3996,ly,searchingly,searching
3998,ly,seasonably,seasonable
3999,ly,seasonally,seasonal
4000,ly,secondarily,secondary
4002,ly,secretively,secretive
4003,ly,secularly,secular
4004,ly,securely,secure
4005,ly,seditiously,seditious
4007,ly,seductively,seductive
4008,ly,sedulously,sedulous
4011,ly,segmentally,segmental
4012,ly,selectively,selective
4013,ly,selfishly,selfish
4014,ly,selflessly,selfless
4016,ly,semicircularly,semicircular
4017,ly,semiclassically,semiclassical
4018,ly,sensationally,sensational
4019,ly,senselessly,senseless
4020,ly,sensually,sensual
4022,ly,sensuously,sensuous
4023,ly,sentimentally,sentimental
4024,ly,separably,separable
4025,ly,separately,separate
4027,ly,serendipitously,serendipitous
4028,ly,serenely,serene
4030,ly,serviceably,serviceable
4032,ly,severely,severe
4033,ly,sexually,sexual
4035,ly,shadily,shady
4036,ly,shakily,shaky
4037,ly,shallowly,shallow
4038,ly,shamefacedly,shamefaced
4039,ly,shamefully,shameful
4040,ly,shamelessly,shameless
4041,ly,sharply,sharp
4044,ly,sheepishly,sheepish
4045,ly,shockingly,shocking
4047,ly,shoddily,shoddy
4049,ly,shortly,short
4052,ly,shortsightedly,shortsighted
4054,ly,showily,showy
4055,ly,showmanly,showman
4056,ly,shrewdly,shrewd
4057,ly,shrilly,shrill
4058,ly,shyly,shy
4059,ly,sickeningly,sickening
4060,ly,sickly,sick
4061,ly,sigmoidally,sigmoidal
4062,ly,silently,silent
4063,ly,similarly,similar
4064,ly,simply,simple
4070,ly,sinfully,sinful
4073,ly,singlemindedly,singleminded
4074,ly,singularly,singular
4076,ly,sinisterly,sinister
4077,ly,sinistrally,sinistral
4078,ly,sinusoidally,sinusoidal
4081,ly,skeletally,skeletal
4083,ly,skeptically,skeptical
4084,ly,sketchily,sketchy
4085,ly,skillfully,skillful
4086,ly,skimpily,skimpy
4087,ly,skittishly,skittish
4088,ly,slackly,slack
4089,ly,slanderously,slanderous
4091,ly,sleekly,sleek
4092,ly,slickly,slick
4093,ly,slightingly,slighting
4094,ly,slightly,slight
4096,ly,sloppily,sloppy
4097,ly,slowly,slowly
4098,ly,sluggishly,sluggish
4099,ly,slyly,sly
4100,ly,smartly,smart
4101,ly,smashingly,smashing
4102,ly,smilingly,smiling
4103,ly,smoothly,smooth
4104,ly,smugly,smug
4105,ly,snarkily,snarky
4106,ly,snarlingly,snarling
4107,ly,sneakily,sneaky
4108,ly,sneeringly,sneering
4109,ly,snidely,snide
4110,ly,snugly,snug
4111,ly,soaringly,soaring
4112,ly,sobbingly,sobbing
4113,ly,soberly,sober
4114,ly,sociably,sociable
4116,ly,socially,social
4118,ly,solemnly,solemn
4119,ly,solicitously,solicitous
4120,ly,solidly,solid
4121,ly,solitarily,solitary
4122,ly,somberly,somber
4123,ly,songwriterly,songwriter
4124,ly,soothingly,soothing
4125,ly,sophisticatedly,sophisticated
4126,ly,sordidly,sordid
4128,ly,sorely,sore
4129,ly,sorrowfully,sorrowful
4130,ly,soundlessly,soundless
4131,ly,soundly,sound
4133,ly,sourly,sour
4134,ly,spacely,space
4139,ly,spaciously,spacious
4140,ly,sparely,spare
4141,ly,sparingly,sparing
4142,ly,sparsely,sparse
4143,ly,spartanly,spartan
4144,ly,speciously,specious
4145,ly,spectacularly,spectacular
4146,ly,spectrally,spectral
4148,ly,speechlessly,speechless
4149,ly,spherically,spherical
4150,ly,spinally,spinal
4151,ly,spirally,spiral
4152,ly,spiritually,spiritual
4154,ly,spitefully,spiteful
4155,ly,splendidly,splendid
4156,ly,spontaneously,spontaneous
4157,ly,spookily,spooky
4158,ly,sportingly,sporting
4159,ly,spottily,spotty
4160,ly,sprightly,spright
4163,ly,spryly,spry
4164,ly,spuriously,spurious
4165,ly,squarely,square
4166,ly,squirrelly,squirrel
4167,ly,stably,stable
4168,ly,staggeringly,staggering
4172,ly,stagnantly,stagnant
4173,ly,staidly,staid
4174,ly,standardly,standard
4175,ly,starly,star
4178,ly,startlingly,startling
4179,ly,stately,state
4180,ly,statistically,statistical
4181,ly,statutorily,statutory
4182,ly,staunchly,staunch
4183,ly,steadfastly,steadfast
4184,ly,steadily,steady
4185,ly,stealthily,stealthy
4186,ly,stereographically,stereographical
4187,ly,stereotypically,stereotypical
4189,ly,sternly,stern
4190,ly,stiffly,stiff
4191,ly,stiflingly,stifling
4192,ly,stingingly,stinging
4193,ly,stirringly,stirring
4194,ly,stodgily,stodgy
4195,ly,stoically,stoical
4198,ly,stolidly,stolid
4199,ly,stoppingly,stopping
4201,ly,stormily,stormy
4202,ly,stoutly,stout
4203,ly,straightly,straight
4204,ly,strangely,strange
4205,ly,strenuously,strenuous
4207,ly,stridently,strident
4208,ly,strikingly,striking
4212,ly,stringently,stringent
4213,ly,strongly,strong
4214,ly,structurally,structural
4215,ly,studiously,studious
4216,ly,stunningly,stunning
4217,ly,stupidly,stupid
4218,ly,sturdily,sturdy
4219,ly,stylishly,stylish
4220,ly,suavely,suave
4221,ly,subacutely,subacute
4222,ly,subconsciously,subconscious
4223,ly,subcortically,subcortical
4225,ly,subgingivally,subgingival
4226,ly,subglacially,subglacial
4227,ly,subjectively,subjective
4228,ly,sublimely,sublime
4229,ly,subliminally,subliminal
4230,ly,submarginally,submarginal
4231,ly,submissively,submissive
4232,ly,suboptimally,suboptimal
4233,ly,subserviently,subservient
4234,ly,subterminally,subterminal
4237,ly,subterraneously,subterraneous
4238,ly,subtly,subtle
4239,ly,subtractively,subtractive
4240,ly,subversively,subversive
4241,ly,successfully,successful
4242,ly,successively,successive
4243,ly,succinctly,succinct
4244,ly,sufficiently,sufficient
4247,ly,suffocatingly,suffocating
4249,ly,suicidally,suicidal
4252,ly,suitably,suitable
4253,ly,sulkily,sulky
4254,ly,sullenly,sullen
4255,ly,summarily,summary
4256,ly,sumptuously,sumptuous
4257,ly,superbly,superb
4258,ly,superciliously,supercilious
4259,ly,superficially,superficial
4260,ly,superfluously,superfluous
4261,ly,superhumanly,superhuman
4263,ly,superiorly,superior
4264,ly,superlatively,superlative
4266,ly,supernaturally,supernatural
4267,ly,superstitiously,superstitious
4268,ly,suprafacially,suprafacial
4269,ly,supremely,supreme
4270,ly,surgically,surgical
4272,ly,surreally,surreal
4274,ly,surreptitiously,surreptitious
4276,ly,suspiciously,suspicious
4281,ly,sustainably,sustainable
4282,ly,sweepingly,sweeping
4283,ly,sweetly,sweet
4284,ly,swiftly,swift
4285,ly,swimmingly,swimming
4287,ly,swooningly,swooning
4288,ly,symbolically,symbolical
4290,ly,symmetrically,symmetrical
4291,ly,sympathetically,sympathetical
4292,ly,synchronously,synchronous
4293,ly,synodically,synodical
4294,ly,synonymously,synonymous
4295,ly,tacitly,tacit
4296,ly,tactilely,tactile
4298,ly,tactually,tactual
4300,ly,tally,tallyho
4301,ly,tamely,tame
4302,ly,tangibly,tangible
4303,ly,tardily,tardy
4304,ly,tartly,tart
4305,ly,tastefully,tasteful
4306,ly,tastelessly,tasteless
4307,ly,technologically,technological
4308,ly,tediously,tedious
4309,ly,tellingly,telling
4310,ly,temperamentally,temperamental
4311,ly,temperately,temperate
4312,ly,temptingly,tempting
4313,ly,tenaciously,tenacious
4314,ly,tendentiously,tendentious
4315,ly,tenderly,tender
4316,ly,tepidly,tepid
4317,ly,terminally,terminal
4335,ly,termly,term
4338,ly,ternately,ternate
4339,ly,territorially,territorial
4340,ly,tersely,terse
4341,ly,testily,testy
4342,ly,textually,textual
4343,ly,theatrically,theatrical
4344,ly,theologically,theological
4345,ly,theoretically,theoretical
4346,ly,theosophically,theosophic
4347,ly,thermochemically,thermochemical
4350,ly,thoroughly,thorough
4351,ly,thoughtfully,thoughtful
4353,ly,threateningly,threatening
4354,ly,thriftily,thrifty
4356,ly,tidily,tidy
4357,ly,tightly,tight
4358,ly,timelessly,timeless
4359,ly,timidly,timid
4360,ly,timorously,timorous
4361,ly,tiredly,tired
4362,ly,tirelessly,tireless
4363,ly,tiresomely,tiresome
4364,ly,titularly,titular
4365,ly,tolerably,tolerable
4367,ly,topologically,topological
4368,ly,toroidally,toroidal
4369,ly,torrentially,torrential
4371,ly,torsionally,torsional
4373,ly,tortiously,tortious
4374,ly,torturously,torturous
4375,ly,totally,total
4376,ly,traditionally,traditional
4377,ly,tranquilly,tranquil
4378,ly,transactionally,transactional
4379,ly,transcendentally,transcendental
4380,ly,transdermally,transdermal
4381,ly,transiently,transient
4382,ly,transitively,transitive
4383,ly,transliterally,transliteral
4387,ly,transparently,transparent
4389,ly,transsexually,transsexual
4390,ly,transversely,transverse
4391,ly,treasonably,treasonable
4392,ly,treasonously,treasonous
4394,ly,tremendously,tremendous
4395,ly,triangularly,triangular
4396,ly,triennially,triennial
4397,ly,trilingually,trilingual
4398,ly,triumphally,triumphal
4399,ly,trivially,trivial
4400,ly,trolly,trolley
4402,ly,troublingly,troubling
4403,ly,truthfully,truthful
4405,ly,tumidly,tumid
4406,ly,tunefully,tuneful
4407,ly,twistedly,twisted
4408,ly,typically,typical
4410,ly,typographically,typographical
4411,ly,typologically,typological
4412,ly,tyrannically,tyrannical
4413,ly,ubiquitously,ubiquitous
4414,ly,unabashedly,unabashed
4415,ly,unaffectionately,unaffectionate
4416,ly,unambiguously,unambiguous
4417,ly,unattainably,unattainable
4418,ly,unavailingly,unavailing
4419,ly,unavoidably,unavoidable
4420,ly,unbearably,unbearable
4422,ly,unbelievably,unbelievable
4425,ly,unbiasedly,unbiased
4426,ly,uncannily,uncanny
4427,ly,uncanonically,uncanonical
4428,ly,uncertainly,uncertain
4429,ly,uncomfortably,uncomfortable
4430,ly,uncomplicatedly,uncomplicated
4431,ly,unconstitutionally,unconstitutional
4433,ly,uncontrollably,uncontrollable
4434,ly,uncontroversially,uncontroversial
4435,ly,uncountably,uncountable
4437,ly,uncritically,uncritical
4438,ly,uncustomarily,uncustomary
4439,ly,undeniably,undeniable
4441,ly,underhandedly,underhanded
4444,ly,underlyingly,underlying
4445,ly,understandably,understandable
4446,ly,underwhelmingly,underwhelming
4447,ly,underworldly,underworld
4448,ly,undetectably,undetectable
4449,ly,undisputedly,undisputed
4451,ly,undoubtably,undoubtable
4452,ly,unendingly,unending
4453,ly,unevenly,uneven
4455,ly,unexpectedly,unexpected
4456,ly,unexplainably,unexplainable
4458,ly,unfairly,unfair
4459,ly,unfaithfully,unfaithful
4460,ly,unfalteringly,unfaltering
4461,ly,unfathomably,unfathomable
4462,ly,unfeelingly,unfeeling
4463,ly,unflatteringly,unflattering
4464,ly,unforgivingly,unforgiving
4465,ly,ungenerously,ungenerous
4467,ly,ungratefully,ungrateful
4469,ly,unhesitatingly,unhesitating
4470,ly,uniformly,uniform
4471,ly,unimaginably,unimaginable
4473,ly,unintelligibly,unintelligible
4474,ly,uniquely,unique
4475,ly,unitarily,unitary
4476,ly,universally,universal
4477,ly,unjustly,unjust
4478,ly,unkindly,unkind
4479,ly,unlawfully,unlawful
4480,ly,unmanageably,unmanageable
4481,ly,unmistakably,unmistakable
4482,ly,unnecessarily,unnecessary
4483,ly,unnervingly,unnerving
4484,ly,unnoticeably,unnoticeable
4485,ly,unpopularly,unpopular
4486,ly,unprecedently,unprecedented
4488,ly,unpredictably,unpredictable
4489,ly,unpretentiously,unpretentious
4490,ly,unprofitably,unprofitable
4491,ly,unreachably,unreachable
4492,ly,unrelentingly,unrelenting
4493,ly,unreliably,unreliable
4494,ly,unremarkably,unremarkable
4496,ly,unremittingly,unremitting
4497,ly,unremorsefully,unremorseful
4498,ly,unrighteously,unrighteous
4499,ly,unsafely,unsafe
4500,ly,unsatisfactorily,unsatisfactory
4501,ly,unsatisfyingly,unsatisfying
4503,ly,unscrupulously,unscrupulous
4504,ly,unseasonably,unseasonable
4505,ly,unsteadily,unsteady
4507,ly,unstintingly,unstinting
4508,ly,unsymmetrically,unsymmetrical
4509,ly,untenably,untenable
4510,ly,unthreateningly,unthreatening
4512,ly,untraditionally,untraditional
4513,ly,unusually,unusual
4514,ly,unwantedly,unwanted
4515,ly,unwarrantably,unwarrantable
4516,ly,unwaveringly,unwavering
4518,ly,unyieldingly,unyielding
4519,ly,upliftingly,uplifting
4520,ly,uprightly,upright
4521,ly,uproariously,uproarious
4522,ly,upwardly,upward
4523,ly,urbanely,urbane
4524,ly,usably,usable
4525,ly,usefully,useful
4527,ly,uselessly,useless
4528,ly,usually,usual
4531,ly,utterly,utter
4532,ly,vacantly,vacant
4533,ly,vacuously,vacuous
4534,ly,vaguely,vague
4535,ly,vainly,vain
4536,ly,validly,valid
4537,ly,valuably,valuable
4538,ly,variably,variable
4539,ly,variedly,varied
4540,ly,variously,various
4541,ly,varyingly,varying
4542,ly,vastly,vast
4543,ly,vectorially,vectorial
4544,ly,vegetatively,vegetative
4545,ly,verbosely,verbose
4547,ly,verifiably,verifiable
4548,ly,veritably,veritable
4551,ly,vernacularly,vernacular
4552,ly,vestigially,vestigial
4553,ly,vexatiously,vexatious
4554,ly,viably,viable
4555,ly,vibrantly,vibrant
4556,ly,viciously,vicious
4557,ly,victoriously,victorious
4558,ly,vigilantly,vigilant
4559,ly,vilely,vile
4560,ly,vindictively,vindictive
4561,ly,violently,violent
4562,ly,virally,viral
4564,ly,virginally,virginal
4565,ly,virtually,virtual
4566,ly,virtuously,virtuous
4567,ly,virulently,virulent
4568,ly,viscously,viscous
4569,ly,visibly,visible
4570,ly,visually,visual
4571,ly,vitally,vital
4573,ly,viticulturally,viticultural
4574,ly,vivaciously,vivacious
4575,ly,vividly,vivid
4576,ly,viviparously,viviparous
4577,ly,vocally,vocal
4578,ly,vociferously,vociferous
4579,ly,voicelessly,voiceless
4580,ly,volubly,voluble
4582,ly,voluminously,voluminous
4583,ly,voluntarily,voluntary
4584,ly,voluptuously,voluptuous
4585,ly,voraciously,voracious
4586,ly,wanly,wan
4587,ly,warily,wary
4588,ly,warmly,warm
4590,ly,warningly,warning
4592,ly,waspishly,waspish
4593,ly,wastefully,wasteful
4594,ly,watchfully,watchful
4596,ly,wealthily,wealthy
4597,ly,wearily,weary
4599,ly,weekdaily,weekday
4601,ly,weekly,week
4602,ly,weirdly,weird
4603,ly,welcomingly,welcoming
4604,ly,whitely,white
4606,ly,wholeheartedly,wholehearted
4607,ly,wickedly,wicked
4608,ly,wildly,wild
4609,ly,winningly,winning
4610,ly,winsomely,winsome
4611,ly,wishfully,wishful
4612,ly,wistfully,wistful
4613,ly,wittily,witty
4614,ly,wittingly,witting
4615,ly,wonderfully,wonderful
4617,ly,wonderly,wonder
4619,ly,wordly,word
4623,ly,worldly,world
4626,ly,worryingly,worrying
4627,ly,worthily,worthy
4629,ly,wrenchingly,wrenching
4630,ly,wretchedly,wretched
4631,ly,writerly,writer
4632,ly,wrongfully,wrongful
4633,ly,wryly,wry
4634,ly,yawningly,yawning
4635,ly,yearly,yeerly
4641,ly,youthfully,youthful
4642,ation,devitalization,devitalize
4643,ation,urination,urinate
4644,ation,absolutization,absolutize
4646,ation,acceptation,accept
4648,ation,acclimatization,acclimatize
4652,ation,accreditation,accredit
4656,ation,anonymization,anonymize
4658,ation,antagonization,antagonize
4661,ation,attestation,attest
4664,ation,authorization,authorize
4665,ation,autoionization,autoionize
4667,ation,automatization,automatize
4668,ation,axiomatization,axiomatize
4670,ation,banalisation,banalisation
4672,ation,basification,base
4674,ation,botheration,bother
4677,ation,calcification,calcify
4678,ation,canalisation,canalise
4679,ation,cancellation,cancel
4682,ation,capitalisation,capitalise
4690,ation,categorization,categorize
4691,ation,causation,cause
4692,ation,characterization,characterize
4693,ation,commercialization,commercialize
4694,ation,commoditization,commoditize
4695,ation,compartmentalization,compartmentalize
4698,ation,cyclization,cyclize
4701,ation,decarbonization,decarbonize
4703,ation,dechristianization,dechristianize
4704,ation,defeminization,defeminize
4705,ation,deinstitutionalization,deinstitutionalize
4710,ation,deionization,deionize
4711,ation,denormalization,denormalize
4712,ation,desensitisation,desensitise
4713,ation,deserialization,deserialize
4714,ation,desulfurization,desulfurize
4715,ation,digitalization,digitalize
4716,ation,digitation,digitate
4717,ation,dignification,dignify
4718,ation,discretization,discretize
4720,ation,elicitation,elicit
4721,ation,etymologization,etymologize
4722,ation,euthanization,euthanize
4723,ation,exteriorization,exteriorize
4726,ation,factorization,factorize
4727,ation,fictionalization,fictionalize
4729,ation,fluidization,fluidize
4730,ation,fragmentation,fragment
4733,ation,francization,francize
4734,ation,galvanization,galvanize
4735,ation,ghettoization,ghettoize
4737,ation,halation,halo
4742,ation,harmonization,harmonize
4743,ation,idealization,idealize
4744,ation,immigration,immigrate
4745,ation,immortalization,immortalize
4748,ation,incentivization,incentivize
4749,ation,infantilization,infantilize
4750,ation,infixation,infix
4752,ation,inhumation,inhume
4756,ation,initialization,initialize
4760,ation,institutionalisation,institutionalise
4762,ation,iodization,iodize
4763,ation,ionization,ionize
4766,ation,legalization,legalize
4768,ation,legitimization,legitimize
4769,ation,levitation,levitate
4771,ation,liberalization,liberalize
4773,ation,lobulation,lobule
4774,ation,localization,localize
4777,ation,memoization,memoize
4778,ation,memorialization,memorialize
4779,ation,mischaracterization,mischaracterize
4781,ation,misrepresentation,misrepresent
4782,ation,modelization,modelize
4784,ation,monophthongization,monophthongize
4785,ation,motorization,motorize
4787,ation,mythologization,mythologize
4788,ation,nationalisation,nationalisation
4793,ation,neutralisation,neutralisation
4794,ation,operationalization,operationalize
4795,ation,optimization,optimize
4796,ation,orientation,orientation
4799,ation,ostracization,ostracize
4802,ation,overdetermination,overdetermine
4804,ation,parenthesization,parenthesize
4805,ation,patternation,pattern
4806,ation,personalisation,personalise
4809,ation,personalization,personalize
4813,ation,phosphorylation,phosphoryl
4814,ation,picturization,picturize
4815,ation,polymerization,polymerize
4816,ation,prefixation,prefix
4818,ation,pressurisation,pressurise
4819,ation,prioritization,prioritize
4820,ation,productization,productize
4822,ation,professionalization,professionalize
4823,ation,proselytization,proselytize
4824,ation,pseudonymization,pseudonymize
